Id_hecho,Fecha,Rol,Victima,Sexo,Edad,Fecha_fallecimiento
2018-0106,2018-10-04,conductor,moto,masculino,27.0,2018-10-04
2018-0107,2018-10-06,peaton,peaton,femenino,62.0,2018-10-06
2018-0108,2018-10-09,conductor,moto,masculino,37.0,2018-10-10
2018-0109,2018-10-10,peaton,peaton,masculino,34.0,2018-10-10
2018-0110,2018-10-13,peaton,peaton,masculino,60.0,2018-10-14
2018-0111,2018-10-19,conductor,moto,masculino,28.0,2018-10-19
2018-0112,2018-10-24,conductor,moto,femenino,28.0,2018-10-24
2018-0113,2018-10-25,conductor,moto,masculino,20.0,2018-10-25
2018-0114,2018-10-30,conductor,moto,masculino,23.0,2018-10-30
2018-0115,2018-10-31,peaton,peaton,masculino,42.0,2018-11-01
2018-0116,2018-11-01,peaton,peaton,masculino,48.0,2018-11-08
2018-0117,2018-11-04,conductor,moto,masculino,30.0,2018-11-08
2018-0118,2018-11-05,peaton,peaton,femenino,80.0,2018-11-05
2018-0119,2018-11-05,peaton,peaton,femenino,32.0,2018-11-06
2018-0120,2018-11-09,peaton,peaton,femenino,51.0,2018-11-20
2018-0121,2018-11-09,peaton,peaton,femenino,72.0,2018-11-09
2018-0122,2018-11-12,conductor,auto,masculino,33.0,2018-11-12
2018-0123,2018-11-12,conductor,auto,masculino,25.0,2018-11-12
2018-0124,2018-11-15,conductor,cargas,masculino,44.0,2018-11-15
2018-0125,2018-11-16,peaton,peaton,masculino,29.0,2018-11-17
2018-0126,2018-11-18,conductor,moto,masculino,27.0,2018-11-23
2018-0127,2018-11-19,conductor,moto,masculino,29.0,2018-11-19
2018-0128,2018-11-25,pasajero_acompañante,auto,masculino,49.0,2018-11-25
2018-0128,2018-11-25,pasajero_acompañante,auto,femenino,39.0,2018-11-25
2018-0129,2018-11-28,conductor,moto,masculino,37.0,2018-11-30
2018-0130,2018-12-03,conductor,moto,masculino,,2018-12-03
2018-0131,2018-12-07,conductor,moto,masculino,29.0,2018-12-07
2018-0132,2018-12-12,peaton,peaton,masculino,70.0,2018-12-12
2018-0133,2018-12-12,peaton,peaton,femenino,60.0,2018-12-12
2018-0134,2018-12-12,peaton,peaton,masculino,56.0,2018-12-13
2018-0135,2018-12-18,peaton,peaton,masculino,80.0,2018-12-22
2018-0136,2018-12-18,peaton,peaton,femenino,70.0,2018-12-18
2018-0137,2018-12-18,pasajero_acompañante,moto,masculino,29.0,2018-12-19
2018-0138,2018-12-21,pasajero_acompañante,pasajeros,femenino,79.0,2018-12-21
2018-0139,2018-12-22,pasajero_acompañante,moto,masculino,28.0,2018-12-24
2018-0140,2018-12-22,conductor,auto,masculino,78.0,2018-12-22
2018-0141,2018-12-22,peaton,peaton,masculino,75.0,2018-12-24
2018-0142,2018-12-25,pasajero_acompañante,cargas,masculino,32.0,2019-01-01
2018-0143,2018-12-29,conductor,moto,masculino,22.0,2018-12-29
2019-0001,2019-01-08,conductor,moto,masculino,25.0,2019-01-08
2019-0002,2019-01-09,conductor,auto,masculino,32.0,2019-01-09
2019-0003,2019-01-12,conductor,moto,masculino,23.0,2019-01-12
2019-0004,2019-01-14,conductor,auto,masculino,71.0,2019-01-14
2019-0005,2019-01-19,conductor,moto,masculino,43.0,2019-01-19
2019-0006,2019-01-23,peaton,peaton,femenino,12.0,2019-01-23
2019-0007,2019-01-26,conductor,moto,masculino,35.0,2019-01-26
2019-0008,2019-01-30,conductor,moto,masculino,42.0,2019-01-31
2019-0009,2019-01-31,conductor,moto,masculino,34.0,2019-01-31
2019-0010,2019-02-02,peaton,peaton,masculino,,2019-02-02
2019-0010,2019-02-02,peaton,peaton,masculino,59.0,2019-02-02
2019-0011,2019-02-10,peaton,peaton,masculino,,2019-02-10
2019-0012,2019-02-17,conductor,moto,masculino,31.0,2019-02-20
2019-0013,2019-02-20,peaton,peaton,masculino,39.0,2019-03-02
2019-0014,2019-02-20,conductor,moto,masculino,69.0,2019-02-20
2019-0015,2019-02-23,conductor,auto,masculino,21.0,2019-02-23
2019-0016,2019-02-24,conductor,moto,masculino,40.0,2019-02-24
2019-0017,2019-03-03,conductor,auto,masculino,22.0,2019-03-07
2019-0018,2019-03-03,peaton,peaton,femenino,29.0,2019-03-03
2019-0019,2019-03-06,conductor,moto,masculino,,2019-03-26
2019-0020,2019-03-07,conductor,moto,masculino,43.0,2019-03-07
2019-0021,2019-03-15,conductor,moto,masculino,23.0,2019-03-16
2019-0022,2019-03-15,pasajero_acompañante,auto,masculino,,2019-03-15
2019-0023,2019-03-16,conductor,auto,masculino,34.0,2019-03-16
2019-0024,2019-03-19,conductor,moto,masculino,32.0,2019-03-19
2019-0025,2019-03-22,peaton,peaton,masculino,27.0,2019-04-04
2019-0026,2019-03-28,peaton,peaton,masculino,,2019-03-28
2019-0027,2019-03-28,ciclista,bicicleta,masculino,37.0,2019-03-28
2019-0028,2019-04-06,peaton,peaton,femenino,,2019-04-06
2019-0029,2019-04-07,conductor,moto,masculino,27.0,2019-04-07
2019-0030,2019-04-09,conductor,moto,masculino,25.0,2019-04-09
2019-0031,2019-04-12,ciclista,bicicleta,masculino,20.0,2019-04-12
2019-0032,2019-04-16,peaton,peaton,femenino,83.0,2019-04-18
2019-0033,2019-04-18,conductor,moto,masculino,25.0,2019-04-18
2019-0034,2019-04-21,conductor,moto,masculino,,2019-04-21
2019-0035,2019-04-23,peaton,peaton,femenino,75.0,2019-04-23
2019-0036,2019-04-26,conductor,moto,masculino,34.0,2019-05-02
2019-0037,2019-05-01,conductor,moto,masculino,17.0,2019-05-01
2019-0038,2019-05-04,peaton,peaton,femenino,42.0,2019-05-05
2019-0105,2019-05-05,peaton,peaton,femenino,82.0,2019-05-08
2019-0039,2019-05-09,conductor,moto,masculino,28.0,2019-05-09
2019-0040,2019-05-09,conductor,moto,masculino,44.0,2019-05-15
2019-0041,2019-05-11,pasajero_acompañante,auto,femenino,78.0,2019-05-11
2019-0042,2019-05-14,peaton,peaton,masculino,39.0,2019-05-14
2019-0043,2019-05-21,ciclista,bicicleta,femenino,,2019-05-21
2019-0044,2019-05-27,peaton,peaton,femenino,77.0,2019-05-29
2019-0045,2019-06-03,conductor,moto,masculino,33.0,2019-06-03
2019-0046,2019-06-04,pasajero_acompañante,moto,femenino,26.0,2019-06-04
2019-0047,2019-06-06,peaton,peaton,masculino,76.0,2019-06-06
2019-0048,2019-06-07,conductor,moto,masculino,32.0,2019-06-07
2019-0049,2019-06-08,peaton,peaton,femenino,72.0,2019-06-09
2019-0050,2019-06-08,conductor,moto,masculino,21.0,2019-06-09
2019-0051,2019-06-11,conductor,moto,masculino,41.0,2019-06-11
2019-0053,2019-06-14,pasajero_acompañante,auto,masculino,49.0,2019-06-14
2019-0054,2019-06-20,conductor,moto,masculino,21.0,2019-06-20
2019-0055,2019-06-20,conductor,moto,masculino,47.0,2019-06-21
2019-0056,2019-06-29,peaton,peaton,femenino,75.0,2019-06-29
2019-0057,2019-07-05,peaton,peaton,femenino,63.0,2019-07-08
2019-0058,2019-07-10,conductor,moto,masculino,39.0,2019-07-10
2019-0059,2019-07-13,conductor,moto,masculino,30.0,2019-07-13
2019-0060,2019-07-17,peaton,peaton,femenino,78.0,2019-07-17
2019-0061,2019-07-17,peaton,peaton,femenino,58.0,2019-07-17
2019-0062,2019-08-01,peaton,peaton,femenino,60.0,2019-08-02
2019-0063,2019-08-04,pasajero_acompañante,moto,masculino,,2019-08-04
2019-0064,2019-08-06,conductor,moto,masculino,20.0,2019-08-06
2019-0065,2019-08-08,peaton,peaton,femenino,55.0,2019-08-09
2019-0066,2019-08-11,peaton,peaton,masculino,40.0,2019-08-11
2019-0067,2019-08-14,conductor,moto,masculino,35.0,2019-08-14
2019-0068,2019-08-14,conductor,moto,masculino,53.0,2019-08-14
2019-0069,2019-08-17,conductor,moto,masculino,43.0,2019-08-17
2019-0070,2019-08-22,conductor,moto,masculino,25.0,2019-08-22
2019-0071,2019-08-27,peaton,peaton,masculino,,2019-08-27
2019-0072,2019-08-28,conductor,auto,masculino,22.0,2019-09-02
2019-0073,2019-08-29,conductor,auto,masculino,29.0,2019-09-06
2019-0074,2019-08-29,conductor,moto,masculino,35.0,2019-08-29
2019-0075,2019-08-30,conductor,moto,masculino,31.0,2019-08-30
2019-0076,2019-09-05,conductor,moto,femenino,29.0,2019-09-05
2019-0077,2019-09-08,peaton,peaton,femenino,28.0,2019-09-08
2019-0078,2019-09-12,peaton,peaton,femenino,72.0,2019-09-15
2019-0079,2019-09-17,conductor,moto,masculino,57.0,2019-09-17
2019-0080,2019-09-17,peaton,peaton,masculino,76.0,2019-09-17
2019-0081,2019-09-23,peaton,peaton,masculino,67.0,2019-10-07
2019-0082,2019-09-25,ciclista,bicicleta,masculino,47.0,2019-09-25
2019-0083,2019-09-26,conductor,auto,masculino,73.0,2019-09-26
2019-0084,2019-09-27,ciclista,bicicleta,femenino,40.0,2019-09-27
2019-0085,2019-10-09,ciclista,bicicleta,masculino,20.0,2019-10-09
2019-0086,2019-10-15,conductor,moto,masculino,29.0,2019-10-15
2019-0087,2019-10-21,conductor,moto,masculino,41.0,2019-10-21
2019-0088,2019-10-22,peaton,peaton,masculino,27.0,2019-10-22
2019-0089,2019-10-23,peaton,peaton,femenino,92.0,2019-10-23
2019-0090,2019-10-24,peaton,peaton,masculino,67.0,2019-10-26
2019-0091,2019-11-01,peaton,peaton,masculino,35.0,2019-11-01
2019-0092,2019-11-03,peaton,peaton,masculino,37.0,2019-11-03
2019-0093,2019-11-13,ciclista,bicicleta,masculino,16.0,2019-11-13
2019-0094,2019-11-18,pasajero_acompañante,moto,femenino,,2019-11-18
2019-0095,2019-11-20,conductor,moto,masculino,,2019-11-20
2019-0096,2019-11-22,peaton,peaton,masculino,73.0,2019-11-22
2019-0097,2019-11-25,pasajero_acompañante,moto,femenino,23.0,2019-11-25
2019-0098,2019-11-25,pasajero_acompañante,pasajeros,femenino,61.0,2019-11-29
2019-0100,2019-12-05,conductor,moto,masculino,38.0,2019-12-18
2019-0101,2019-12-17,conductor,moto,masculino,25.0,2019-12-17
2019-0102,2019-12-17,conductor,moto,masculino,18.0,2019-12-18
2019-0103,2019-12-18,conductor,moto,masculino,24.0,2019-12-18
2019-0104,2019-12-21,pasajero_acompañante,moto,femenino,23.0,2019-12-22
2020-0001,2020-01-04,peaton,peaton,femenino,87.0,2020-01-04
2020-0002,2020-01-05,conductor,moto,masculino,36.0,2020-01-07
2020-0003,2020-01-11,peaton,peaton,masculino,44.0,2020-01-11
2020-0004,2020-01-14,peaton,peaton,masculino,82.0,2020-01-15
2020-0005,2020-01-14,conductor,moto,masculino,25.0,2020-02-10
2020-0006,2020-01-20,conductor,moto,masculino,23.0,2020-01-20
2020-0007,2020-01-27,peaton,peaton,masculino,52.0,2020-01-27
2020-0008,2020-01-30,conductor,moto,masculino,49.0,2020-01-30
2020-0009,2020-02-04,peaton,peaton,masculino,48.0,2020-02-05
2020-0010,2020-02-08,conductor,moto,masculino,,2020-02-08
2020-0011,2020-02-12,conductor,moto,masculino,31.0,2020-02-12
2020-0012,2020-02-18,peaton,peaton,femenino,66.0,2020-02-18
2020-0013,2020-02-20,peaton,peaton,femenino,58.0,2020-03-03
2020-0014,2020-02-27,conductor,moto,masculino,,2020-02-27
2020-0015,2020-02-28,conductor,moto,masculino,29.0,2020-02-28
2020-0016,2020-02-29,peaton,peaton,masculino,68.0,2020-03-09
2020-0017,2020-03-05,peaton,peaton,masculino,,2020-03-05
2020-0018,2020-03-09,conductor,moto,masculino,31.0,2020-03-09
2020-0019,2020-03-10,peaton,peaton,femenino,80.0,2020-03-10
2020-0020,2020-03-13,peaton,peaton,femenino,74.0,2020-03-17
2020-0021,2020-03-14,peaton,peaton,femenino,87.0,2020-03-14
2020-0022,2020-04-07,pasajero_acompañante,auto,masculino,44.0,2020-04-07
2020-0023,2020-04-09,conductor,auto,masculino,44.0,2020-05-03
2020-0024,2020-04-24,conductor,auto,masculino,53.0,2020-04-24
2020-0025,2020-05-12,peaton,peaton,masculino,,2020-05-12
2020-0026,2020-05-17,conductor,moto,masculino,28.0,2020-05-17
2020-0027,2020-05-18,peaton,peaton,masculino,76.0,2020-05-18
2020-0028,2020-05-19,peaton,peaton,masculino,91.0,2020-05-23
2020-0029,2020-06-10,peaton,peaton,masculino,80.0,2020-06-12
2020-0030,2020-06-16,conductor,moto,masculino,40.0,2020-06-16
2020-0031,2020-06-30,conductor,moto,masculino,29.0,2020-06-30
2020-0032,2020-07-10,conductor,moto,masculino,21.0,2020-07-10
2020-0033,2020-07-19,conductor,auto,masculino,32.0,2020-07-19
2020-0034,2020-08-02,peaton,peaton,femenino,,2020-08-02
2020-0035,2020-08-04,conductor,moto,masculino,40.0,2020-08-04
2020-0036,2020-08-07,peaton,peaton,masculino,72.0,2020-08-22
2020-0037,2020-08-29,peaton,peaton,masculino,38.0,2020-08-29
2020-0038,2020-08-30,conductor,auto,masculino,46.0,2020-08-30
2020-0038,2020-08-30,conductor,auto,masculino,64.0,2020-08-30
2020-0039,2020-09-01,peaton,peaton,masculino,44.0,2020-09-01
2020-0040,2020-09-12,conductor,auto,masculino,,2020-09-12
2020-0041,2020-09-28,conductor,moto,masculino,34.0,2020-09-28
2020-0042,2020-09-29,peaton,peaton,femenino,53.0,2020-09-29
2020-0043,2020-09-30,peaton,peaton,masculino,64.0,2020-09-30
2020-0044,2020-10-05,conductor,auto,masculino,43.0,2020-10-05
2020-0045,2020-10-19,conductor,auto,masculino,50.0,2020-10-19
2020-0046,2020-10-27,conductor,moto,masculino,41.0,2020-10-27
2020-0047,2020-10-27,peaton,peaton,masculino,15.0,2020-10-27
2020-0048,2020-10-29,conductor,moto,masculino,41.0,2020-10-29
2020-0049,2020-10-30,peaton,peaton,masculino,36.0,2020-10-30
2020-0050,2020-11-01,peaton,peaton,femenino,28.0,2020-11-01
2020-0051,2020-11-05,conductor,moto,masculino,49.0,2020-11-05
2020-0052,2020-11-07,ciclista,bicicleta,masculino,44.0,2020-11-07
2020-0053,2020-11-09,pasajero_acompañante,auto,masculino,27.0,2020-11-09
2020-0054,2020-11-19,ciclista,bicicleta,masculino,59.0,2020-11-23
2020-0055,2020-11-19,peaton,peaton,masculino,91.0,2020-12-11
2020-0056,2020-11-21,conductor,moto,femenino,34.0,2020-11-21
2020-0057,2020-11-23,peaton,peaton,masculino,84.0,2020-11-23
2020-0058,2020-11-24,peaton,peaton,masculino,57.0,2020-11-25
2020-0059,2020-12-01,peaton,peaton,femenino,49.0,2020-12-14
2020-0060,2020-12-03,peaton,peaton,femenino,69.0,2020-12-03
2020-0061,2020-12-03,conductor,moto,masculino,45.0,2020-12-04
2020-0062,2020-12-04,ciclista,bicicleta,masculino,47.0,2020-12-04
2020-0063,2020-12-05,peaton,peaton,masculino,38.0,2020-12-05
2020-0063,2020-12-05,pasajero_acompañante,moto,masculino,21.0,2020-12-05
2020-0065,2020-12-05,conductor,moto,masculino,24.0,2020-12-06
2020-0066,2020-12-07,conductor,moto,masculino,27.0,2020-12-07
2020-0067,2020-12-11,peaton,peaton,masculino,51.0,2020-12-11
2020-0068,2020-12-12,conductor,moto,masculino,71.0,2020-12-20
2020-0069,2020-12-15,pasajero_acompañante,moto,masculino,25.0,2020-12-15
2020-0070,2020-12-17,peaton,peaton,femenino,81.0,2020-12-22
2020-0071,2020-12-17,peaton,peaton,masculino,4.0,2020-12-17
2020-0072,2020-12-19,ciclista,bicicleta,masculino,42.0,2020-12-19
2020-0073,2020-12-20,conductor,moto,masculino,56.0,2020-12-20
2020-0074,2020-12-20,conductor,auto,masculino,39.0,2020-12-20
2020-0075,2020-12-23,peaton,peaton,masculino,23.0,2020-12-23
2020-0076,2020-12-24,conductor,auto,femenino,78.0,2021-01-17
2020-0077,2020-12-25,conductor,moto,femenino,30.0,2020-12-25
2020-0077,2020-12-25,pasajero_acompañante,moto,femenino,24.0,2020-12-25
2020-0078,2020-12-25,ciclista,bicicleta,masculino,26.0,2020-12-25
2020-0079,2020-12-27,conductor,moto,masculino,28.0,2020-12-27
2021-0001,2021-01-06,conductor,moto,masculino,36.0,2021-01-06
2021-0002,2021-01-07,conductor,moto,femenino,47.0,2021-01-07
2021-0003,2021-01-10,conductor,moto,masculino,27.0,2021-01-10
2021-0004,2021-01-11,peaton,peaton,femenino,61.0,2021-01-11
2021-0005,2021-01-11,peaton,peaton,masculino,73.0,2021-01-14
2021-0006,2021-01-12,pasajero_acompañante,moto,femenino,23.0,2021-01-12
2021-0007,2021-01-18,conductor,moto,masculino,84.0,2021-01-26
2021-0008,2021-01-22,peaton,peaton,masculino,28.0,2021-01-22
2021-0009,2021-01-23,conductor,moto,masculino,31.0,2021-01-23
2021-0010,2021-01-23,conductor,moto,masculino,28.0,2021-01-23
2021-0011,2021-01-27,peaton,peaton,masculino,21.0,2021-01-27
2021-0012,2021-01-29,peaton,peaton,masculino,,2021-01-29
2021-0013,2021-01-31,conductor,moto,masculino,41.0,2021-01-31
2021-0014,2021-02-02,peaton,peaton,masculino,28.0,2021-02-18
2021-0015,2021-02-06,conductor,moto,masculino,26.0,2021-02-06
2021-0016,2021-02-14,conductor,auto,masculino,22.0,2021-02-14
2021-0017,2021-02-17,conductor,moto,masculino,33.0,2021-02-17
2021-0018,2021-02-20,peaton,peaton,masculino,36.0,2021-03-08
2021-0019,2021-02-21,conductor,moto,masculino,30.0,2021-02-21
2021-0020,2021-02-21,peaton,peaton,femenino,,2021-02-21
2021-0021,2021-02-26,conductor,moto,masculino,39.0,2021-03-04
2021-0022,2021-02-28,pasajero_acompañante,pasajeros,masculino,68.0,2021-03-06
2021-0023,2021-03-01,conductor,moto,masculino,24.0,2021-03-01
2021-0024,2021-03-03,ciclista,bicicleta,masculino,5.0,2021-03-03
2021-0025,2021-03-11,conductor,moto,masculino,37.0,2021-03-11
2021-0026,2021-03-15,conductor,moto,masculino,36.0,2021-03-15
2021-0027,2021-03-16,conductor,moto,femenino,19.0,2021-03-16
2021-0028,2021-03-29,peaton,peaton,masculino,,2021-03-29
2021-0029,2021-03-31,conductor,auto,masculino,26.0,2021-04-02
2021-0030,2021-04-03,peaton,peaton,masculino,36.0,2021-04-07
2021-0031,2021-04-07,peaton,peaton,femenino,68.0,2021-04-11
2021-0032,2021-04-10,peaton,peaton,masculino,60.0,2021-04-29
2021-0033,2021-04-14,conductor,auto,masculino,33.0,2021-04-14
2021-0034,2021-04-19,pasajero_acompañante,moto,femenino,26.0,2021-04-19
2021-0035,2021-05-03,conductor,moto,masculino,24.0,2021-05-03
2021-0036,2021-05-09,conductor,moto,masculino,36.0,2021-05-09
2021-0037,2021-05-11,peaton,peaton,femenino,58.0,2021-05-11
2021-0038,2021-05-14,conductor,moto,femenino,44.0,2021-05-14
2021-0039,2021-05-15,ciclista,bicicleta,masculino,86.0,2021-06-05
2021-0040,2021-05-20,conductor,moto,masculino,27.0,2021-05-20
2021-0041,2021-05-20,peaton,peaton,masculino,75.0,2021-05-20
2021-0042,2021-05-21,peaton,peaton,masculino,39.0,2021-05-21
2021-0043,2021-05-22,peaton,peaton,masculino,50.0,2021-05-22
2021-0044,2021-05-25,pasajero_acompañante,moto,masculino,21.0,2021-05-25
2021-0045,2021-05-26,conductor,moto,masculino,22.0,2021-05-26
2021-0046,2021-05-31,pasajero_acompañante,auto,masculino,20.0,2021-05-31
2021-0047,2021-06-02,conductor,moto,masculino,59.0,2021-06-02
2021-0048,2021-06-03,ciclista,bicicleta,masculino,44.0,2021-06-23
2021-0049,2021-06-03,conductor,auto,masculino,74.0,2021-06-03
2021-0050,2021-06-10,conductor,moto,masculino,56.0,2021-06-10
2021-0051,2021-06-15,peaton,peaton,masculino,73.0,2021-06-16
2021-0052,2021-06-20,pasajero_acompañante,moto,femenino,19.0,2021-06-20
2021-0053,2021-06-20,peaton,peaton,masculino,58.0,2021-06-30
2021-0054,2021-06-22,conductor,moto,masculino,41.0,2021-06-22
2021-0055,2021-06-29,pasajero_acompañante,moto,masculino,47.0,2021-06-29
2021-0056,2021-07-09,ciclista,bicicleta,masculino,60.0,2021-07-09
2021-0057,2021-07-10,conductor,auto,masculino,46.0,2021-07-10
2021-0058,2021-07-21,peaton,peaton,masculino,24.0,2021-07-21
2021-0059,2021-07-22,pasajero_acompañante,auto,femenino,44.0,2021-07-22
2021-0060,2021-07-22,peaton,peaton,femenino,80.0,2021-07-22
2021-0061,2021-07-24,peaton,peaton,femenino,55.0,2021-07-24
2021-0062,2021-07-27,conductor,auto,masculino,73.0,2021-07-27
2021-0063,2021-08-02,pasajero_acompañante,auto,femenino,31.0,2021-08-02
2021-0064,2021-08-02,peaton,peaton,masculino,37.0,2021-08-03
2021-0065,2021-08-06,peaton,peaton,femenino,63.0,2021-08-10
2021-0066,2021-08-06,peaton,peaton,masculino,59.0,2021-08-09
2021-0067,2021-08-08,conductor,moto,masculino,27.0,2021-08-08
2021-0068,2021-08-15,conductor,moto,masculino,39.0,2021-08-15
2021-0069,2021-08-20,peaton,peaton,masculino,17.0,2021-08-21
2021-0070,2021-08-28,conductor,moto,masculino,31.0,2021-08-28
2021-0071,2021-08-31,peaton,peaton,masculino,88.0,2021-09-01
2021-0072,2021-09-01,peaton,peaton,femenino,57.0,2021-09-01
2021-0073,2021-09-18,ciclista,bicicleta,femenino,76.0,2021-09-18
2021-0074,2021-09-20,conductor,moto,masculino,55.0,2021-09-20
2021-0075,2021-09-21,peaton,peaton,masculino,65.0,2021-09-21
2021-0076,2021-10-16,conductor,moto,masculino,31.0,2021-10-16
2021-0077,2021-10-18,conductor,moto,femenino,31.0,2021-10-18
2021-0078,2021-10-23,conductor,moto,masculino,22.0,2021-10-23
2021-0079,2021-10-25,peaton,peaton,masculino,,2021-10-25
2021-0080,2021-10-28,conductor,moto,masculino,32.0,2021-10-28
2021-0081,2021-11-02,conductor,moto,masculino,26.0,2021-11-02
2021-0082,2021-11-06,conductor,moto,masculino,38.0,2021-11-06
2021-0083,2021-11-09,conductor,moto,masculino,30.0,2021-11-09
2021-0084,2021-11-11,conductor,auto,masculino,32.0,2021-11-11
2021-0097,2021-11-18,ciclista,bicicleta,masculino,53.0,2021-11-19
2021-0085,2021-11-20,conductor,moto,masculino,49.0,2021-11-20
2021-0086,2021-11-25,peaton,peaton,masculino,75.0,2021-11-25
2021-0087,2021-11-27,peaton,peaton,femenino,73.0,2021-11-27
2021-0088,2021-12-01,conductor,moto,masculino,45.0,2021-12-07
2021-0089,2021-12-02,conductor,moto,masculino,41.0,2021-12-11
2021-0090,2021-12-10,peaton,peaton,masculino,73.0,2022-01-03
2021-0091,2021-12-11,conductor,moto,masculino,24.0,2021-12-11
2021-0092,2021-12-12,peaton,peaton,femenino,50.0,2021-12-12
2021-0093,2021-12-13,pasajero_acompañante,moto,femenino,18.0,2021-12-18
2021-0094,2021-12-20,pasajero_acompañante,moto,femenino,43.0,2021-12-20
2021-0095,2021-12-30,conductor,moto,masculino,27.0,2022-01-02
2021-0096,2021-12-15,conductor,auto,masculino,60.0,2021-12-20
